isShortSale,source,yearBuilt,nextOpenHouseEndTime,sqft,lastSaleDate,id,state,county,longitude,zip,tax,mls_id,daysOnMarket,homeType,property_type,property_sub_type,beds,num_of_units,favorite,city,saleType,latitude,nextOpenHouseDate,recentReductionDate,title,rent_appreciation_rate,originalListPrice,parkingSpots,parkingType,address,nextOpenHouseStartTime,lotSize,url,baths,address_revealing,location,interested,listPrice,price_per_sqft,lastSalePrice,is_foreclosure,foreclosure_status,occupancy_status,owner_occupied,heating_system,cooling_system,walkscore,investment_likelihood_label,investment_likelihood_score,investment_likelihood_stars,hoa_dues,view_type,parcel_number,architecture_style,has_pool,is_water_front,needs_repair,tenant_occupied,is_market_place,schools
,Compass Real Estate,2000.0,2:00 PM,2300.0,,1957197,IL,Cook County,-87.66850280761719,60622,10459.66,11175713,24,Condo/Coop,Residential,Condominium,3,,,Chicago,MLS Listing,41.90850067138672,2021-08-07,,"1/2 Duplex,Condo,Condo-duplex - Chicago, IL",,,1.0,Garage,1620 West Julian Street #1,12:30 PM,2400.0,https://listings.listhub.net/pages/MREDIL/11175713/?channel=mashv,3,True,Noble Square,,550000,239.1304347826087,,0,,,False,Forced Air (Natural Gas),Central A/C,,1,81.0,,125.0,,17062110511001.0,Other,,,0,0,0,"[{'category': 'Elementary', 'name': None, 'district': '299'}, {'category': 'High', 'name': None, 'district': '299'}, {'category': 'JuniorHigh', 'name': None, 'district': '299'}, {'category': 'Middle', 'name': None, 'district': '299'}]"
,Keller Williams Chicago ONEChicago,2021.0,,,,2476537,IL,Cook County,-87.79345703125,60634,,11157805,42,Single Family Residential,Residential,Single Family Detached,4,,,Chicago,MLS Listing,41.90903091430664,,,"1 Story - Chicago, IL",,,2.0,Garage,2839 North RUTHERFORD Street,,7144.0,https://listings.listhub.net/pages/MREDIL/11157805/?channel=mashv,3,True,Galewood,,509900,,,0,,,False,Forced Air (Natural Gas),Central A/C,,1,81.0,,,,13302250050000.0,Other,,,0,0,0,"[{'category': 'Elementary', 'name': None, 'district': '299'}, {'category': 'High', 'name': None, 'district': '299'}, {'category': 'JuniorHigh', 'name': None, 'district': '299'}, {'category': 'Middle', 'name': None, 'district': '299'}]"
,RE/MAX 1st Service,1905.0,,1200.0,,2405820,IL,Cook County,-87.61611938476562,60638,900.0,11110785,84,Single Family Residential,Residential,Single Family Detached,4,,,Chicago,MLS Listing,41.67786026000977,,,"Cottage, 2 Stories - Chicago, IL",,,1.0,Garage,307 East 119th Street,,3136.0,https://listings.listhub.net/pages/MREDIL/11110785/?channel=mashv,2,True,Pullman,,105900,88.25,,0,,,False,Forced Air (Natural Gas),None,,1,80.96,,,,25271050020000.0,Cottage,,,0,0,0,"[{'category': 'Elementary', 'name': None, 'district': '299'}, {'category': 'High', 'name': None, 'district': '299'}, {'category': 'JuniorHigh', 'name': None, 'district': '299'}, {'category': 'Middle', 'name': None, 'district': '299'}]"
,Compass,,,,,2530146,IL,Cook County,-87.65595245361328,60657,4669.56,11193834,8,Condo/Coop,Residential,Condominium,2,,,Chicago,MLS Listing,41.93793869018555,,,"Condo,Vintage,Penthouse - Chicago, IL",,,1.0,,1049 West Barry Avenue #4,,,https://listings.listhub.net/pages/MREDIL/11193834/?channel=mashv,1,True,Wrightwood Neighbors,,365000,,,0,,,False,Forced Air (Natural Gas),Central A/C,,1,80.94,,240.0,,14292090391012.0,Other,,,0,0,0,"[{'category': 'Elementary', 'name': None, 'district': '299'}, {'category': 'High', 'name': None, 'district': '299'}, {'category': 'JuniorHigh', 'name': None, 'district': '299'}, {'category': 'Middle', 'name': None, 'district': '299'}]"
,Main Street Real Estate Group,1896.0,2:00 PM,,,2506401,IL,Cook County,-87.65631103515625,60613,4240.59,11179482,21,Condo/Coop,Residential,Condominium,2,,,Chicago,MLS Listing,41.95531845092773,2021-08-08,,"Condo,Low Rise (1-3 Stories),Vintage - Chicago, IL",,,1.0,,4011 North Kenmore Avenue #203,11:00 AM,,https://listings.listhub.net/pages/MREDIL/11179482/?channel=mashv,1,True,Graceland West,,300000,,,0,,,False,Fireplace (Natural Gas),Central A/C,,1,80.94,,280.0,,14174040561010.0,Other,,,0,0,0,"[{'category': 'Elementary', 'name': None, 'district': '299'}, {'category': 'High', 'name': None, 'district': '299'}, {'category': 'JuniorHigh', 'name': None, 'district': '299'}, {'category': 'Middle', 'name': None, 'district': '299'}]"
FALSE,RE/MAX Premier Properties,1972.0,2:00 PM,1100.0,,36878,IL,Cook County,-87.64070129394531,60614,3972.84,11197835,3,Condo/Coop,Residential,Condominium,2,,N,Chicago,MLS Listing,41.93019866943359,2021-07-31,10/7/2015,"Condo,Mid Rise (4-6 Stories) - Chicago, IL",10/7/2015,269000.0,1.0,Garage,2629 North Hampden Court #102,12:00 PM,,https://listings.listhub.net/pages/MREDIL/11197835/?channel=mashv,1,True,Park West,Y,240000,218.1818181818182,,0,,,False,Baseboard,Window Unit(s) A/C,,1,80.92,,394.0,,14283180691002.0,Other,,,0,0,0,"[{'category': 'Elementary', 'name': None, 'district': '299'}, {'category': 'High', 'name': None, 'district': '299'}, {'category': 'JuniorHigh', 'name': None, 'district': '299'}, {'category': 'Middle', 'name': None, 'district': '299'}]"
,Redfin Corporation,1969.0,3:00 PM,1000.0,,2359204,IL,Cook County,-87.64209747314453,60657,4166.31,11178931,22,Condo/Coop,Residential,Condominium,2,,,Chicago,MLS Listing,41.94424057006836,2021-08-22,,"Condo - Chicago, IL",,,1.0,Garage,525 West Hawthorne Place #1607,1:00 PM,,https://listings.listhub.net/pages/MREDIL/11178931/?channel=mashv,1,True,Lake View East,,255000,255.0,,0,,,False,Forced Air,Central A/C,,1,80.92,,637.0,,14213070611112.0,Other,,,0,0,0,"[{'category': 'Elementary', 'name': 'Nettelhorst Elementary School', 'district': '299'}, {'category': 'High', 'name': 'Lake View High School', 'district': '299'}, {'category': 'JuniorHigh', 'name': 'Nettelhorst Elementary School', 'district': '299'}, {'category': 'Middle', 'name': None, 'district': '299'}]"
,Dream Town Realty,,11:30 AM,1035.0,,2468515,IL,Cook County,-87.64459228515625,60613,5431.66,11179189,22,Condo/Coop,Residential,Condominium,2,,,Chicago,MLS Listing,41.94787979125977,2021-07-17,,"Condo,Courtyard,Vintage - Chicago, IL",,,,,531 West ADDISON Street #3N,10:00 AM,,https://listings.listhub.net/pages/MREDIL/11179189/?channel=mashv,1,True,Lake View East,,254500,245.89371980676327,,0,,,False,Hot Water,Window Unit(s) A/C,,1,80.92,,568.0,,14211110091003.0,Other,,,0,0,0,"[{'category': 'Elementary', 'name': None, 'district': '299'}, {'category': 'High', 'name': None, 'district': '299'}, {'category': 'JuniorHigh', 'name': None, 'district': '299'}, {'category': 'Middle', 'name': None, 'district': '299'}]"
,HomeSmart Connect Real Estate,1869.0,3:00 PM,1400.0,,2351315,IL,Cook County,-87.69790649414062,60647,6839.0,11069470,120,Single Family Residential,Residential,Single Family Detached,4,,,Chicago,MLS Listing,41.91682815551758,2021-06-13,,"2 Stories, A-Frame - Chicago, IL",,,2.0,Garage,1939 North Mozart Street,12:00 PM,2500.0,https://listings.listhub.net/pages/MREDIL/11069470/?channel=mashv,3,True,Palmer Square,,389000,277.85714285714283,,0,,,False,,None,,1,80.91,,,,13363070080000.0,Other,,,0,0,0,"[{'category': 'Elementary', 'name': 'Yates Elementary School', 'district': '299'}, {'category': 'High', 'name': 'Clemente Community Academy Senio', 'district': '299'}, {'category': 'JuniorHigh', 'name': None, 'district': '299'}, {'category': 'Middle', 'name': None, 'district': '299'}]"
,Compass Real Estate,1920.0,12:00 PM,,,2420266,IL,Cook County,-87.64347839355469,60654,4566.28,11181372,20,Condo/Coop,Residential,Condominium,2,,,Chicago,MLS Listing,41.89588928222656,2021-08-21,,"Condo - Chicago, IL",,,1.0,Garage,758 North LARRABEE Street #830,10:30 AM,,https://listings.listhub.net/pages/MREDIL/11181372/?channel=mashv,1,True,Cabrini Green,,300000,,,0,,,False,Fireplace (Natural Gas),Central A/C,,1,80.9,,468.0,,17091130121234.0,Other,,,0,0,0,"[{'category': 'Elementary', 'name': None, 'district': '299'}, {'category': 'High', 'name': None, 'district': '299'}, {'category': 'JuniorHigh', 'name': None, 'district': '299'}, {'category': 'Middle', 'name': None, 'district': '299'}]"
,Platinum Partners Realtors,2007.0,3:00 PM,1067.0,,2523457,IL,Cook County,-87.65750885009766,60607,4581.71,11190211,11,Condo/Coop,Residential,Condominium,2,,,Chicago,MLS Listing,41.87660980224609,2021-08-22,,"Condo - Chicago, IL",,,1.0,Garage,1224 West Van Buren Street #521,1:00 PM,,https://listings.listhub.net/pages/MREDIL/11190211/?channel=mashv,1,True,Greektown,,279900,262.32427366447985,,0,,,False,Forced Air (Natural Gas),Central A/C,,1,80.83,,542.0,,17171170451080.0,Other,,,0,0,0,"[{'category': 'Elementary', 'name': 'Skinner Elementary School', 'district': '299'}, {'category': 'High', 'name': 'Wells Community Academy Senior H', 'district': '299'}, {'category': 'JuniorHigh', 'name': 'William Brown Elementary School', 'district': '299'}, {'category': 'Middle', 'name': None, 'district': '299'}]"
,Compass Real Estate,,1:00 PM,1050.0,,2471290,IL,Cook County,-87.65838623046875,60607,4515.78,11191755,9,Condo/Coop,Residential,Condominium,2,,,Chicago,MLS Listing,41.87688827514648,2021-08-21,,"Condo,Condo-loft,Mid Rise (4-6 Stories) - Chicago, IL",,,1.0,Garage,1224 West Van Buren Street #307,11:00 AM,,https://listings.listhub.net/pages/MREDIL/11191755/?channel=mashv,1,True,Greektown,,285000,271.42857142857144,,0,,,False,Forced Air (Natural Gas),Central A/C,,1,80.83,,546.0,,17171170451197.0,Loft,,,0,0,0,"[{'category': 'Elementary', 'name': 'Skinner Elementary School', 'district': '299'}, {'category': 'High', 'name': None, 'district': '299'}, {'category': 'JuniorHigh', 'name': 'Wells Community Academy Senior H', 'district': '299'}, {'category': 'Middle', 'name': None, 'district': '299'}]"
,Dream Town Realty,2006.0,,,,2490556,IL,Cook County,-87.6243896484375,60616,3959.74,11175730,24,Condo/Coop,Residential,Condominium,2,,,Chicago,MLS Listing,41.85869979858398,,,"Condo,Condo-loft - Chicago, IL",,,1.0,Garage,1720 South Michigan Avenue #2311,,,https://listings.listhub.net/pages/MREDIL/11175730/?channel=mashv,1,True,South Loop,,270000,,,0,,,False,Forced Air,Central A/C,,1,80.82,,467.0,,17223010701296.0,Loft,,,0,0,0,"[{'category': 'Elementary', 'name': 'South Loop Elementary School', 'district': '299'}, {'category': 'High', 'name': 'Phillips Academy High School', 'district': '299'}, {'category': 'JuniorHigh', 'name': 'South Loop Elementary School', 'district': '299'}, {'category': 'Middle', 'name': None, 'district': '299'}]"
,Metro Realty Inc.,1920.0,3:00 PM,750.0,,2170759,IL,Cook County,-87.67191314697266,60660,2987.92,10929301,290,Condo/Coop,Residential,Condominium,1,,,Chicago,MLS Listing,41.98593139648438,2021-04-18,,"Condo,Low Rise (1-3 Stories) - Chicago, IL",,,4.0,,1650 West EDGEWATER Avenue #3,1:00 PM,5850.0,https://listings.listhub.net/pages/MREDIL/10929301/?channel=mashv,1,True,Magnolia Glen,,199900,266.53333333333336,,0,,,False,Fireplace (Natural Gas),Central A/C,,1,80.8,,255.0,,14064080401009.0,Other,,,0,0,0,"[{'category': 'Elementary', 'name': None, 'district': '299'}, {'category': 'High', 'name': None, 'district': '299'}, {'category': 'JuniorHigh', 'name': None, 'district': '299'}, {'category': 'Middle', 'name': None, 'district': '299'}]"
,Dream Town Realty,1911.0,11:30 AM,,,2352768,IL,Cook County,-87.68025207519531,60647,8148.08,11177701,23,Condo/Coop,Residential,Condominium,3,,,Chicago,MLS Listing,41.91054916381836,2021-08-28,,"Condo-duplex - Chicago, IL",,,1.0,,2112 West North Avenue #1E,10:30 AM,,https://listings.listhub.net/pages/MREDIL/11177701/?channel=mashv,3,True,Wicker Park,,400000,,,0,,,False,Fireplace (Natural Gas),Central A/C,,1,80.75,,458.0,,14313310281015.0,Other,,,0,0,0,"[{'category': 'Elementary', 'name': None, 'district': '299'}, {'category': 'High', 'name': None, 'district': '299'}, {'category': 'JuniorHigh', 'name': None, 'district': '299'}, {'category': 'Middle', 'name': None, 'district': '299'}]"
,Dwell One Realty,2005.0,3:00 PM,,,1404284,IL,Cook County,-87.68620300292969,60622,8969.47,11187209,14,Condo/Coop,Residential,Condominium,3,,,Chicago,MLS Listing,41.90520095825195,2021-06-19,,"1/2 Duplex,Condo,Low Rise (1-3 Stories) - Chicago, IL",,,1.0,,1310 North Claremont Avenue #1,1:00 PM,,https://listings.listhub.net/pages/MREDIL/11187209/?channel=mashv,3,True,Ukrainian Village,,500000,,,0,,,False,Radiant (Natural Gas),Central A/C,,1,80.75,,200.0,,17061140581001.0,Other,,,0,0,0,"[{'category': 'Elementary', 'name': None, 'district': '299'}, {'category': 'High', 'name': None, 'district': '299'}, {'category': 'JuniorHigh', 'name': None, 'district': '299'}, {'category': 'Middle', 'name': None, 'district': '299'}]"
,"Core Realty and Investments, Inc",1920.0,,,,2529931,IL,Cook County,-87.66779327392578,60626,1970.4,11193818,8,Condo/Coop,Residential,Condominium,2,,,Chicago,MLS Listing,42.02051162719727,,,"Condo,Courtyard,Vintage - Chicago, IL",,,,Garage,7635.5 North GREENVIEW Avenue #2S,,,https://listings.listhub.net/pages/MREDIL/11193818/?channel=mashv,2,True,Rogers Park,,168900,,,0,,,False,Forced Air (Natural Gas),Central A/C,,1,80.72,,272.0,,11291070381015.0,Other,,,0,0,0,"[{'category': 'Elementary', 'name': None, 'district': '299'}, {'category': 'High', 'name': None, 'district': '299'}, {'category': 'JuniorHigh', 'name': None, 'district': '299'}, {'category': 'Middle', 'name': None, 'district': '299'}]"
,"Starting Point Realty, Inc.",1920.0,3:00 PM,,,2529835,IL,Cook County,-87.66779327392578,60626,1970.4,11194485,7,Condo/Coop,Residential,Condominium,2,,,Chicago,MLS Listing,42.02051162719727,2021-08-22,,"Condo - Chicago, IL",,,,,7635.5 North Greenview Avenue #2N,1:00 PM,,https://listings.listhub.net/pages/MREDIL/11194485/?channel=mashv,2,True,Rogers Park,,174900,,,0,,,False,Forced Air (Natural Gas),Central A/C,,1,80.72,,272.0,,11291070381018.0,Other,,,0,0,0,"[{'category': 'Elementary', 'name': None, 'district': '299'}, {'category': 'High', 'name': None, 'district': '299'}, {'category': 'JuniorHigh', 'name': None, 'district': '299'}, {'category': 'Middle', 'name': None, 'district': '299'}]"
,RE/MAX All Pro,1912.0,,,,2381838,IL,Cook County,-87.5976791381836,60619,1662.35,11155425,43,Single Family Residential,Residential,Single Family Detached,3,,,Chicago,MLS Listing,41.7288703918457,,,"1 Story, Ranch - Chicago, IL",,,2.0,Garage,9114 South Greenwood Avenue,,3101.0,https://listings.listhub.net/pages/MREDIL/11155425/?channel=mashv,2,True,Burnside,,159900,,,0,,,False,,None,,1,80.7,,,,25023040280000.0,Ranch,,,0,0,0,"[{'category': 'Elementary', 'name': 'Harold Washington Elementary Sch', 'district': '299'}, {'category': 'High', 'name': 'John Hope College Preparatory Se', 'district': '299'}, {'category': 'JuniorHigh', 'name': 'Harlan Community Academy Senior ', 'district': '299'}, {'category': 'Middle', 'name': None, 'district': '299'}]"
,"iRealty Flat Fee Brokerage, Inc.",1965.0,,725.0,,2534691,IL,Cook County,-87.62847137451172,60654,4236.0,11197799,3,Condo/Coop,Residential,Condominium,1,,,Chicago,MLS Listing,41.88819122314453,,,"Condo - Chicago, IL",,,100.0,Garage,300 North State Street #5230,,,https://listings.listhub.net/pages/MREDIL/11197799/?channel=mashv,1,True,Chicago Loop,,295000,406.8965517241379,,0,,,False,,Window Unit(s) A/C,,1,80.65,,,,17094100141827.0,Other,,,0,0,0,"[{'category': 'Elementary', 'name': 'Ogden Elementary', 'district': '299'}, {'category': 'High', 'name': 'Wells Community Academy Senior H', 'district': '299'}, {'category': 'JuniorHigh', 'name': 'Ogden Elementary', 'district': '299'}, {'category': 'Middle', 'name': None, 'district': '299'}]"
,Redfin Corporation,1996.0,2:00 PM,1595.0,,985991,IL,Cook County,-87.62680053710938,60605,7340.82,11194549,7,Condo/Coop,Residential,Condominium,3,,,Chicago,MLS Listing,41.86230087280273,2021-08-22,,"Condo - Chicago, IL",,,1.0,Garage,5 East 14th Place #704,12:00 PM,,https://listings.listhub.net/pages/MREDIL/11194549/?channel=mashv,2,True,Dearborn Park,,424000,265.8307210031348,,0,,,False,Forced Air (Natural Gas),Central A/C,,1,80.54,,707.0,,17221060761020.0,Other,,,0,0,0,"[{'category': 'Elementary', 'name': 'South Loop Elementary School', 'district': '299'}, {'category': 'High', 'name': 'Phillips Academy High School', 'district': '299'}, {'category': 'JuniorHigh', 'name': 'South Loop Elementary School', 'district': '299'}, {'category': 'Middle', 'name': None, 'district': '299'}]"
,RE/MAX MI CASA,1930.0,,961.0,,2525797,IL,Cook County,-87.7249526977539,60632,1762.51,11192285,9,Single Family Residential,Residential,Single Family Detached,3,,,Chicago,MLS Listing,41.80339050292969,,,"1.5 Story - Chicago, IL",,,2.0,Garage,4922 South Komensky Avenue,,3781.0,https://listings.listhub.net/pages/MREDIL/11192285/?channel=mashv,1,True,West Elsdon,,199900,208.0124869927159,,0,,,False,,Central A/C,,1,80.5,,,,19102220280000.0,Other,,,0,0,0,"[{'category': 'Elementary', 'name': None, 'district': '299'}, {'category': 'High', 'name': None, 'district': '299'}, {'category': 'JuniorHigh', 'name': None, 'district': '299'}, {'category': 'Middle', 'name': None, 'district': '299'}]"
,Jameson Real Estate LLC,2021.0,3:00 PM,3104.0,,1634048,IL,Cook County,-87.7145004272461,60618,,11184800,16,Single Family Residential,Residential,Single Family Detached,4,,,Chicago,MLS Listing,41.95619964599609,2021-08-14,,"2 Stories - Chicago, IL",,,2.0,Garage,4120 North Bernard Street,1:00 PM,3149.0,https://listings.listhub.net/pages/MREDIL/11184800/?channel=mashv,4,True,Irving Park,,869000,279.9613402061856,,0,,,False,Forced Air (Natural Gas),Central A/C,,1,80.42,,,,13144180330000.0,Other,,,0,0,0,"[{'category': 'Elementary', 'name': None, 'district': '299'}, {'category': 'High', 'name': None, 'district': '299'}, {'category': 'JuniorHigh', 'name': None, 'district': '299'}, {'category': 'Middle', 'name': None, 'district': '299'}]"
,ROYAL SERVICE REALTY CHICAGO METRP PROPERTIES,1942.0,3:00 PM,1349.0,,2495147,IL,Cook County,-87.7916030883789,60634,3134.75,11170872,29,Single Family Residential,Residential,Single Family Detached,4,,,Chicago,MLS Listing,41.93944931030273,2021-08-15,,"1.5 Story, Cape Cod - Chicago, IL",,,1.0,Garage,6617 West School Street,12:00 PM,4051.0,https://listings.listhub.net/pages/MREDIL/11170872/?channel=mashv,3,True,Schorsch Village,,369900,274.2031134173462,,0,,,False,,Central A/C,,1,80.4,,,,13194290020000.0,Cape Cod,,,0,0,0,"[{'category': 'Elementary', 'name': 'Josephine Locke Elementary Schoo', 'district': '299'}, {'category': 'High', 'name': 'Steinmetz Academic Centre Senior', 'district': '299'}, {'category': 'JuniorHigh', 'name': None, 'district': '299'}, {'category': 'Middle', 'name': None, 'district': '299'}]"
,"North Clybourn Group, Inc.",2004.0,12:00 PM,,2018-09-19 00:00:00,1816912,IL,Cook County,-87.62879943847656,60654,4732.67,11172957,28,Condo/Coop,Residential,Condominium,1,,,Chicago,MLS Listing,41.8921012878418,2020-09-19,,"Condo - Chicago, IL",,,1.0,Garage,545 North Dearborn Street #W1002,10:00 AM,77972.0,https://listings.listhub.net/pages/MREDIL/11172957/?channel=mashv,1,True,Near North,,279999,,445000.0,0,,,False,,Central A/C,,1,80.38,,598.0,,17092410361010.0,Other,,,0,0,0,"[{'category': 'Elementary', 'name': 'Ogden Elementary', 'district': '299'}, {'category': 'High', 'name': 'Wells Community Academy Senior H', 'district': '299'}, {'category': 'JuniorHigh', 'name': None, 'district': '299'}, {'category': 'Middle', 'name': None, 'district': '299'}]"
,Dream Town Realty,2002.0,3:30 PM,,,2124915,IL,Cook County,-87.62789916992188,60611,5103.08,11168536,29,Condo/Coop,Residential,Condominium,1,,,Chicago,MLS Listing,41.89419937133789,2021-07-31,,"Condo,High Rise (7+ Stories) - Chicago, IL",,,,,2 East ERIE Street #2114,1:30 PM,,https://listings.listhub.net/pages/MREDIL/11168536/?channel=mashv,1,True,Near North,,325000,,,0,,,False,Forced Air (Natural Gas),Central A/C,,1,80.38,,508.0,,17101070181086.0,High Rise,,,0,0,0,"[{'category': 'Elementary', 'name': None, 'district': '299'}, {'category': 'High', 'name': None, 'district': '299'}, {'category': 'JuniorHigh', 'name': None, 'district': '299'}, {'category': 'Middle', 'name': None, 'district': '299'}]"
,Exit Strategy Realty,,1:00 PM,,,2389490,IL,Cook County,-87.69014739990234,60647,4349.54,11192005,9,Condo/Coop,Residential,Condominium,2,,,Chicago,MLS Listing,41.93109893798828,2021-08-14,,"Condo - Chicago, IL",,,1.0,,2705 North Campbell Avenue #3S,11:00 AM,,https://listings.listhub.net/pages/MREDIL/11192005/?channel=mashv,2,True,Lathrop Homes,,369999,,,0,,,False,Forced Air (Natural Gas),Central A/C,,1,80.37,,249.0,,13254060461003.0,Other,,,0,0,0,"[{'category': 'Elementary', 'name': None, 'district': '299'}, {'category': 'High', 'name': None, 'district': '299'}, {'category': 'JuniorHigh', 'name': None, 'district': '299'}, {'category': 'Middle', 'name': None, 'district': '299'}]"
,Dream Town Realty,1920.0,2:00 PM,,,2340586,IL,Cook County,-87.70979309082031,60647,6160.16,11189097,13,Condo/Coop,Residential,Condominium,2,,,Chicago,MLS Listing,41.93173980712891,2021-06-05,,"Condo,Low Rise (1-3 Stories) - Chicago, IL",,,1.0,,2755 North Spaulding Avenue #GN,12:00 PM,,https://listings.listhub.net/pages/MREDIL/11189097/?channel=mashv,2,True,Avondale,,259000,,,0,,,False,Forced Air (Natural Gas),Central A/C,,1,80.37,,200.0,,13264060161001.0,Other,,,0,0,0,"[{'category': 'Elementary', 'name': 'Avondale Elementary School', 'district': '299'}, {'category': 'High', 'name': None, 'district': '299'}, {'category': 'JuniorHigh', 'name': 'Avondale Elementary School', 'district': '299'}, {'category': 'Middle', 'name': None, 'district': '299'}]"
,Keller Williams Chicago ONEChicago,1920.0,,,2008-05-02 12:05:00,109418,IL,Cook County,-87.65609741210938,60608,3420.75,11190612,10,Condo/Coop,Residential,Condominium,2,,N,Chicago,MLS Listing,41.86180114746094,,,"Condo-loft,Courtyard - Chicago, IL",,359000.0,1.0,Garage,1150 West 15TH Street #202,,,https://listings.listhub.net/pages/MREDIL/11190612/?channel=mashv,2,True,University Village - Little Italy,Y,339900,,355000.0,0,,,False,Forced Air (Natural Gas),Central A/C,,1,80.37,,515.0,,17202250531023.0,Loft,,,0,0,0,"[{'category': 'Elementary', 'name': None, 'district': '299'}, {'category': 'High', 'name': None, 'district': '299'}, {'category': 'JuniorHigh', 'name': None, 'district': '299'}, {'category': 'Middle', 'name': None, 'district': '299'}]"
FALSE,Kale Realty,1961.0,,960.0,,38578,IL,Cook County,-87.55000305175781,60617,1791.74,10598441,609,Single Family Residential,Residential,Single Family Detached,3,,N,Chicago,MLS Listing,41.74990081787109,,,"1 Story, Ranch - Chicago, IL",,60000.0,2.0,Garage,8007 South Houston Avenue,,3101.0,https://listings.listhub.net/pages/MREDIL/10598441/?channel=mashv,1,True,The Bush,Y,90000,93.75,27000.0,0,,,False,Forced Air (Natural Gas),None,,1,80.35,,,,21312130030000.0,Ranch,,,0,0,0,"[{'category': 'Elementary', 'name': 'Sullivan Elementary School Speci', 'district': '299'}, {'category': 'High', 'name': 'Bowen High School', 'district': '299'}, {'category': 'JuniorHigh', 'name': None, 'district': '299'}, {'category': 'Middle', 'name': None, 'district': '299'}]"
,Keller Williams Premiere Properties,2005.0,,,,2368127,IL,Cook County,-87.64556121826172,60610,5247.01,11083535,107,Condo/Coop,Residential,Condominium,2,,,Chicago,MLS Listing,41.90346145629883,,,"Condo - Chicago, IL",,,1.0,,659 West DIVISION Street #B,,,https://listings.listhub.net/pages/MREDIL/11083535/?channel=mashv,2,True,Cabrini Green,,359900,,,0,,,False,Forced Air (Natural Gas),Central A/C,,1,80.33,,248.0,,17043020551056.0,Other,,,0,0,0,"[{'category': 'Elementary', 'name': None, 'district': '299'}, {'category': 'High', 'name': None, 'district': '299'}, {'category': 'JuniorHigh', 'name': None, 'district': '299'}, {'category': 'Middle', 'name': None, 'district': '299'}]"
,Redfin Corporation,2006.0,1:00 PM,,,609125,IL,Cook County,-87.6427001953125,60610,5966.88,11157053,42,Condo/Coop,Residential,Condominium,2,,,Chicago,MLS Listing,41.89860153198242,2021-08-14,,"Condo - Chicago, IL",,,1.0,Garage,873 North Larrabee Street #504,11:00 AM,,https://listings.listhub.net/pages/MREDIL/11157053/?channel=mashv,2,True,Cabrini Green,,364900,,,0,,,False,Forced Air (Natural Gas),Central A/C,,1,80.25,,426.0,,17043241041040.0,Other,,,0,0,0,"[{'category': 'Elementary', 'name': None, 'district': '299'}, {'category': 'High', 'name': 'Wells Community Academy Senior H', 'district': '299'}, {'category': 'JuniorHigh', 'name': None, 'district': '299'}, {'category': 'Middle', 'name': None, 'district': '299'}]"
,"iRealty Flat Fee Brokerage, Inc.",2004.0,,1500.0,,2290950,IL,Cook County,-87.6464614868164,60607,5227.2,11023485,163,Condo/Coop,Residential,Condominium,3,,,Chicago,MLS Listing,41.86211013793945,,,"Condo,Low Rise (1-3 Stories) - Chicago, IL",,,1.0,,1451 South Halsted Street #2B,,,https://listings.listhub.net/pages/MREDIL/11023485/?channel=mashv,2,True,East Pilsen,,449750,299.8333333333333,,0,,,False,Forced Air (Natural Gas),Central A/C,,1,80.25,,190.0,,17211230361011.0,Other,,,0,0,0,"[{'category': 'Elementary', 'name': None, 'district': '299'}, {'category': 'High', 'name': None, 'district': '299'}, {'category': 'JuniorHigh', 'name': None, 'district': '299'}, {'category': 'Middle', 'name': None, 'district': '299'}]"
,Redfin Corporation,1910.0,1:00 PM,,,2491856,IL,Cook County,-87.71385955810547,60618,4060.0,11166757,30,Single Family Residential,Residential,Single Family Detached,3,,,Chicago,MLS Listing,41.95864105224609,2021-07-31,,"2 Stories - Chicago, IL",,,2.0,Garage,4241 North Bernard Street,11:00 AM,3136.0,https://listings.listhub.net/pages/MREDIL/11166757/?channel=mashv,2,True,Irving Park,,439900,,,0,,,False,Forced Air (Natural Gas),Central A/C,,1,80.24,,,,13144110080000.0,Other,,,0,0,0,"[{'category': 'Elementary', 'name': 'Patrick Henry Elementary School', 'district': '299'}, {'category': 'High', 'name': 'Roosevelt High School', 'district': '299'}, {'category': 'JuniorHigh', 'name': 'Marshall Middle School', 'district': '299'}, {'category': 'Middle', 'name': None, 'district': '299'}]"
,Dream Town Realty,1900.0,1:00 PM,,,2400375,IL,Cook County,-87.7193603515625,60618,5457.47,11172307,28,Single Family Residential,Residential,Single Family Detached,3,,,Chicago,MLS Listing,41.95808029174805,2021-07-18,,"2 Stories, Bungalow - Chicago, IL",,,1.0,Garage,4224 North Monticello Avenue,11:00 AM,3751.0,https://listings.listhub.net/pages/MREDIL/11172307/?channel=mashv,2,True,Irving Park,,400000,,,0,,,False,Forced Air (Natural Gas),Central A/C,,1,80.24,,,,13143150320000.0,Bungalow,,,0,0,0,"[{'category': 'Elementary', 'name': 'Patrick Henry Elementary School', 'district': '299'}, {'category': 'High', 'name': 'Roosevelt High School', 'district': '299'}, {'category': 'JuniorHigh', 'name': None, 'district': '299'}, {'category': 'Middle', 'name': None, 'district': '299'}]"
