isShortSale,source,yearBuilt,nextOpenHouseEndTime,sqft,lastSaleDate,id,state,county,longitude,zip,tax,mls_id,daysOnMarket,homeType,property_type,property_sub_type,beds,num_of_units,favorite,city,saleType,latitude,nextOpenHouseDate,recentReductionDate,title,rent_appreciation_rate,originalListPrice,parkingSpots,parkingType,address,nextOpenHouseStartTime,lotSize,url,baths,address_revealing,location,interested,listPrice,price_per_sqft,lastSalePrice,is_foreclosure,foreclosure_status,occupancy_status,owner_occupied,heating_system,cooling_system,walkscore,investment_likelihood_label,investment_likelihood_score,investment_likelihood_stars,hoa_dues,view_type,parcel_number,architecture_style,has_pool,is_water_front,needs_repair,tenant_occupied,is_market_place,schools
,Compass Real Estate,1905.0,1:00 PM,,,2506504,IL,Cook County,-87.67173767089844,60640,9340.15,11160863,21,Single Family Residential,Residential,Single Family Detached,4,,,Chicago,MLS Listing,41.9792594909668,2021-08-07,,"Cottage, 2 Stories - Chicago, IL",,,2.0,Garage,5347 North Paulina Street,11:00 AM,3123.0,https://listings.listhub.net/pages/MREDIL/11160863/?channel=mashv,3,True,Andersonville,,850000,,,0,,,False,Forced Air (Natural Gas),Central A/C,,1,89.99,,,,14072140030000,Cottage,,,0,0,0,"[{'category': 'Elementary', 'name': 'Chappell Elementary School', 'district': '299'}, {'category': 'High', 'name': 'Amundsen High School', 'district': '299'}, {'category': 'JuniorHigh', 'name': 'Passages Charter School', 'district': '299'}, {'category': 'Middle', 'name': None, 'district': '299'}]"
,RE/MAX MI CASA,1941.0,,,,2502402,IL,Cook County,-87.7148666381836,60629,2727.0,11175751,24,Single Family Residential,Residential,Single Family Detached,3,,,Chicago,MLS Listing,41.7694091796875,,,"2 Stories, Georgian - Chicago, IL",,,2.0,Garage,3655 West 68TH Street,,3999.0,https://listings.listhub.net/pages/MREDIL/11175751/?channel=mashv,1,True,West Lawn,,245000,,,0,,,False,Forced Air (Natural Gas),Central A/C,,1,89.99,,,,19233110440000,Georgian,,,0,0,0,"[{'category': 'Elementary', 'name': None, 'district': '299'}, {'category': 'High', 'name': None, 'district': '299'}, {'category': 'JuniorHigh', 'name': None, 'district': '299'}, {'category': 'Middle', 'name': None, 'district': '299'}]"
,"Core Realty and Investments, Inc",1953.0,,,,2443849,IL,Cook County,-87.79170989990234,60656,5804.52,11137087,60,Single Family Residential,Residential,Single Family Detached,4,,,Chicago,MLS Listing,41.97613143920898,,,"2 Stories, Colonial,Tudor - Chicago, IL",,,2.0,Garage,5218 North Nashville Avenue,,3720.0,https://listings.listhub.net/pages/MREDIL/11137087/?channel=mashv,3,True,Union Ridge,,499900,,,0,,,False,,Zoned A/C,,1,89.99,,,,13072300330000,Colonial,,,0,0,0,"[{'category': 'Elementary', 'name': None, 'district': '299'}, {'category': 'High', 'name': None, 'district': '299'}, {'category': 'JuniorHigh', 'name': None, 'district': '299'}, {'category': 'Middle', 'name': None, 'district': '299'}]"
,Compass Real Estate,,2:00 PM,,,2460876,IL,Cook County,-87.69389343261719,60632,1936.0,11179406,22,Single Family Residential,Residential,Single Family Detached,4,,,Chicago,MLS Listing,41.82537078857422,2021-08-15,,"1.5 Story - Chicago, IL",,,2.0,Garage,2743 West 37th Place,12:00 PM,3123.0,https://listings.listhub.net/pages/MREDIL/11179406/?channel=mashv,3,True,Brighton Park,,449900,,,0,,,False,,Central A/C,,1,89.99,,,,16364170130000,Other,,,0,0,0,"[{'category': 'Elementary', 'name': None, 'district': '299'}, {'category': 'High', 'name': None, 'district': '299'}, {'category': 'JuniorHigh', 'name': None, 'district': '299'}, {'category': 'Middle', 'name': None, 'district': '299'}]"
,Real People Realty,1918.0,,2036.0,,1592486,IL,Cook County,-87.595703125,60619,2288.09,11199245,2,Single Family Residential,Residential,Single Family Detached,4,,,Chicago,MLS Listing,41.74499893188477,,,"2 Stories - Chicago, IL",,,1.0,Garage,8224 South Woodlawn Avenue,,4373.0,https://listings.listhub.net/pages/MREDIL/11199245/?channel=mashv,3,True,Avalon Park,,309900,152.21021611001964,,0,,,False,Forced Air (Natural Gas),Central A/C,,1,89.99,,,,20351240730000,Other,,,0,0,0,"[{'category': 'Elementary', 'name': None, 'district': '299'}, {'category': 'High', 'name': None, 'district': '299'}, {'category': 'JuniorHigh', 'name': None, 'district': '299'}, {'category': 'Middle', 'name': None, 'district': '299'}]"
FALSE,24 Hour Real Estate LLC,1944.0,,,,34836,IL,Cook County,-87.78160095214844,60639,3501.05,11139023,59,Single Family Residential,Residential,Single Family Detached,4,,N,Chicago,MLS Listing,41.93000030517578,,,"1.5 Story - Chicago, IL",,249900.0,2.0,Garage,2725 North MERRIMAC Avenue,,3877.0,https://listings.listhub.net/pages/MREDIL/11139023/?channel=mashv,2,True,Belmont Central,Y,399900,,146500.0,0,,,False,Forced Air (Natural Gas),Central A/C,,1,89.99,,,,13293030330000,Other,,,0,0,0,"[{'category': 'Elementary', 'name': None, 'district': '299'}, {'category': 'High', 'name': None, 'district': '299'}, {'category': 'JuniorHigh', 'name': None, 'district': '299'}, {'category': 'Middle', 'name': None, 'district': '299'}]"
,Keller Williams Realty Infinity,1957.0,1:00 PM,2015.0,,2353188,IL,Cook County,-87.76497650146484,60630,8041.78,11071861,118,Single Family Residential,Residential,Single Family Detached,4,,,Chicago,MLS Listing,41.97994995117188,2021-06-06,,"English, 2 Stories - Chicago, IL",,,2.0,Garage,5420 North Lotus Avenue,11:00 AM,,https://listings.listhub.net/pages/MREDIL/11071861/?channel=mashv,2,True,Jefferson Park,,398000,197.51861042183623,,0,,,False,Hot Water,Window Unit(s) A/C,,1,89.98,,,,13091060440000,English,,,0,0,0,"[{'category': 'Elementary', 'name': None, 'district': '299'}, {'category': 'High', 'name': None, 'district': '299'}, {'category': 'JuniorHigh', 'name': None, 'district': '299'}, {'category': 'Middle', 'name': None, 'district': '299'}]"
,RE/MAX PROPERTIES NORTHWEST,1964.0,1:00 PM,,,2441389,IL,Cook County,-87.802001953125,60656,5240.96,11182930,19,Single Family Residential,Residential,Single Family Detached,4,,,Chicago,MLS Listing,41.97682952880859,2021-06-27,,"2 Stories - Chicago, IL",,,2.0,Garage,6963 West Berwyn Avenue,11:00 AM,2483.0,https://listings.listhub.net/pages/MREDIL/11182930/?channel=mashv,2,True,Union Ridge,,365000,,,0,,,False,Forced Air (Natural Gas),Central A/C,,1,89.98,,,,13071290020000,Other,,,0,0,0,"[{'category': 'Elementary', 'name': 'Garvy Elementary School', 'district': '299'}, {'category': 'High', 'name': 'Taft High School', 'district': '299'}, {'category': 'JuniorHigh', 'name': 'Garvy Elementary School', 'district': '299'}, {'category': 'Middle', 'name': None, 'district': '299'}]"
,Redfin Corporation,1923.0,2:00 PM,1248.0,,639006,IL,Cook County,-87.78299713134766,60634,4148.54,11166604,29,Single Family Residential,Residential,Single Family Detached,4,,,Chicago,MLS Listing,41.94820022583008,2021-08-08,,"2 Stories - Chicago, IL",,,2.0,Garage,6237 West Warwick Avenue,12:00 PM,4090.0,https://listings.listhub.net/pages/MREDIL/11166604/?channel=mashv,2,True,Dunning,,289000,231.57051282051282,,0,,,False,Baseboard (Natural Gas),Window Unit(s) A/C,,1,89.98,,,,13201180090000,Other,,,0,0,0,"[{'category': 'Elementary', 'name': None, 'district': '299'}, {'category': 'High', 'name': None, 'district': '299'}, {'category': 'JuniorHigh', 'name': None, 'district': '299'}, {'category': 'Middle', 'name': None, 'district': '299'}]"
,Redfin Corporation,1952.0,2:00 PM,1188.0,,2518567,IL,Cook County,-87.78721618652344,60646,4820.45,11180808,14,Single Family Residential,Residential,Single Family Detached,4,,,Chicago,MLS Listing,41.98308181762695,2021-08-14,,"1 Story - Chicago, IL",,,2.0,Garage,5609 North Nagle Avenue,12:00 PM,4095.0,https://listings.listhub.net/pages/MREDIL/11180808/?channel=mashv,2,True,Union Ridge,,399900,336.6161616161616,,0,,,False,,Central A/C,,1,89.98,,,,13053250400000,Other,,,0,0,0,"[{'category': 'Elementary', 'name': 'Hitch Elementary School', 'district': '299'}, {'category': 'High', 'name': 'Taft High School', 'district': '299'}, {'category': 'JuniorHigh', 'name': 'Hitch Elementary School', 'district': '299'}, {'category': 'Middle', 'name': None, 'district': '299'}]"
,Cucci Realty,1925.0,,2170.0,,2369216,IL,Cook County,-87.74034118652344,60632,4741.47,11083652,107,Single Family Residential,Residential,Single Family Detached,4,,,Chicago,MLS Listing,41.80960083007813,,,"2 Stories - Chicago, IL",,,2.0,Garage,4557 South Kilpatrick Avenue,,9392.0,https://listings.listhub.net/pages/MREDIL/11083652/?channel=mashv,2,True,Sleepy Hollow,,299900,138.20276497695852,,0,,,False,Forced Air (Natural Gas),Central A/C,,1,89.98,,,,19033100070000,Other,,,0,0,0,"[{'category': 'Elementary', 'name': None, 'district': '299'}, {'category': 'High', 'name': None, 'district': '299'}, {'category': 'JuniorHigh', 'name': None, 'district': '299'}, {'category': 'Middle', 'name': None, 'district': '299'}]"
,Redfin Corporation,1956.0,4:00 PM,1120.0,,2451579,IL,Cook County,-87.78485107421875,60646,5675.78,11164618,35,Single Family Residential,Residential,Single Family Detached,4,,,Chicago,MLS Listing,41.98984909057617,2021-08-14,,"Raised Ranch - Chicago, IL",,,2.0,Garage,6255 West Peterson Avenue,2:00 PM,3267.0,https://listings.listhub.net/pages/MREDIL/11164618/?channel=mashv,2,True,Norwood Park East,,410000,366.07142857142856,,0,,,False,Baseboard (Natural Gas),Window Unit(s) A/C,,1,89.98,,,,13053020020000,Ranch,,,0,0,0,"[{'category': 'Elementary', 'name': None, 'district': '299'}, {'category': 'High', 'name': None, 'district': '299'}, {'category': 'JuniorHigh', 'name': None, 'district': '299'}, {'category': 'Middle', 'name': None, 'district': '299'}]"
,Kale Realty,1974.0,,1300.0,,2476672,IL,Cook County,-87.8460464477539,60656,2588.16,11174311,27,Condo/Coop,Residential,Condominium,3,,,Chicago,MLS Listing,41.97534942626953,,,"Condo - Chicago, IL",,,1.0,,8758 West Berwyn Avenue #2N,,,https://listings.listhub.net/pages/MREDIL/11174311/?channel=mashv,2,True,O'Hare,,199000,153.07692307692307,,0,,,False,,Window Unit(s) A/C,,1,89.98,,422.0,,12111170291014,Other,,,0,0,0,"[{'category': 'Elementary', 'name': None, 'district': '299'}, {'category': 'High', 'name': None, 'district': '299'}, {'category': 'JuniorHigh', 'name': None, 'district': '299'}, {'category': 'Middle', 'name': None, 'district': '299'}]"
,RE/MAX Cityview,1953.0,,825.0,,2401549,IL,Cook County,-87.71800994873047,60629,2492.0,11107314,86,Single Family Residential,Residential,Single Family Detached,2,,,Chicago,MLS Listing,41.78250885009766,,,"Raised Ranch, Step Ranch - Chicago, IL",,,2.0,Garage,3800 West 61st Street,,3498.0,https://listings.listhub.net/pages/MREDIL/11107314/?channel=mashv,2,True,West Lawn,,200000,242.42424242424244,,0,,,False,Forced Air (Natural Gas),Central A/C,,1,89.98,,,,19143130410000,Ranch,,,0,0,0,"[{'category': 'Elementary', 'name': None, 'district': '299'}, {'category': 'High', 'name': None, 'district': '299'}, {'category': 'JuniorHigh', 'name': None, 'district': '299'}, {'category': 'Middle', 'name': None, 'district': '299'}]"
,GMC Realty LTD,,,2000.0,,2419208,IL,Cook County,-87.7970199584961,60638,6300.0,11120576,74,Single Family Residential,Residential,Single Family Detached,4,,,Chicago,MLS Listing,41.79001998901367,,,"Colonial, 2 Stories - Chicago, IL",,,2.0,Garage,5605 South NORDICA Avenue,,5558.0,https://listings.listhub.net/pages/MREDIL/11120576/?channel=mashv,2,True,Clearing (W),,474900,237.45,,0,,,False,Forced Air (Natural Gas),Central A/C,,1,89.98,,,,19181110220000,Colonial,,,0,0,0,"[{'category': 'Elementary', 'name': None, 'district': '299'}, {'category': 'High', 'name': None, 'district': '299'}, {'category': 'JuniorHigh', 'name': None, 'district': '299'}, {'category': 'Middle', 'name': None, 'district': '299'}]"
,HomeSmart Realty Group,1927.0,,1178.0,,2532393,IL,Cook County,-87.66899108886719,60620,319.34,11195444,7,Single Family Residential,Residential,Single Family Detached,3,,,Chicago,MLS Listing,41.75228881835938,,,"1 Story, Bungalow - Chicago, IL",,,2.0,,7753 South Honore Street,,3746.0,https://listings.listhub.net/pages/MREDIL/11195444/?channel=mashv,2,True,Beverly View,,99999,84.88879456706282,,0,,,False,Radiant,None,,1,89.97,,,,20304230160000,Bungalow,,,0,0,0,"[{'category': 'Elementary', 'name': None, 'district': '299'}, {'category': 'High', 'name': None, 'district': '299'}, {'category': 'JuniorHigh', 'name': None, 'district': '299'}, {'category': 'Middle', 'name': None, 'district': '299'}]"
,Realty Services Consortium,1976.0,6:00 PM,1020.0,,2511084,IL,Cook County,-87.65802764892578,60643,472.65,11182522,20,Single Family Residential,Residential,Single Family Detached,4,,,Chicago,MLS Listing,41.69150161743164,2021-08-09,,"Split Level, Tri-Level - Chicago, IL",,,2.0,Garage,11121 South Bishop Street,5:00 PM,4487.0,https://listings.listhub.net/pages/MREDIL/11182522/?channel=mashv,2,True,Morgan Park,,132500,129.90196078431373,,0,,,False,,Central A/C,,1,89.97,,,,25201020180000,Split Level,,,0,0,0,"[{'category': 'Elementary', 'name': None, 'district': '299'}, {'category': 'High', 'name': None, 'district': '299'}, {'category': 'JuniorHigh', 'name': None, 'district': '299'}, {'category': 'Middle', 'name': None, 'district': '299'}]"
,Redfin Corporation,1922.0,2:00 PM,1565.0,,2506283,IL,Cook County,-87.7733383178711,60630,1182.46,11173914,21,Single Family Residential,Residential,Single Family Detached,4,,,Chicago,MLS Listing,41.96920013427734,2021-08-07,,"2 Stories - Chicago, IL",,,2.0,Garage,5811 West Ainslie Street,12:00 PM,4182.0,https://listings.listhub.net/pages/MREDIL/11173914/?channel=mashv,2,True,Jefferson Park,,324900,207.6038338658147,,0,,,False,Forced Air,Central A/C,,1,89.97,,,,13084260200000,Other,,,0,0,0,"[{'category': 'Elementary', 'name': 'Prussing Elementary School', 'district': '299'}, {'category': 'High', 'name': 'Taft High School', 'district': '299'}, {'category': 'JuniorHigh', 'name': 'Prussing Elementary School', 'district': '299'}, {'category': 'Middle', 'name': None, 'district': '299'}]"
,Exit Strategy Realty,1965.0,2:00 PM,1232.0,,2124287,IL,Cook County,-87.62660217285156,60620,1811.35,11194990,7,Single Family Residential,Residential,Single Family Detached,3,,,Chicago,MLS Listing,41.72620010375977,2021-08-22,,"2 Stories - Chicago, IL",,,,,9228 South Perry Avenue,12:00 AM,4339.0,https://listings.listhub.net/pages/MREDIL/11194990/?channel=mashv,2,True,Princeton Park,,170000,137.98701298701297,,0,,,False,,Central A/C,,1,89.97,,,,25044050260000,Other,,,0,0,0,"[{'category': 'Elementary', 'name': None, 'district': '299'}, {'category': 'High', 'name': None, 'district': '299'}, {'category': 'JuniorHigh', 'name': None, 'district': '299'}, {'category': 'Middle', 'name': None, 'district': '299'}]"
,RE/MAX MI CASA,1945.0,,1400.0,,1150320,IL,Cook County,-87.72920227050781,60629,3284.64,11183065,19,Single Family Residential,Residential,Single Family Detached,4,,,Chicago,MLS Listing,41.78359985351563,,,"1 Story, Ranch - Chicago, IL",,,2.0,Garage,6012 South Tripp Avenue,,3790.0,https://listings.listhub.net/pages/MREDIL/11183065/?channel=mashv,1,True,West Elsdon,,235000,167.85714285714286,,0,,,False,Forced Air (Natural Gas),Central A/C,,1,89.97,,,,19154100250000,Ranch,,,0,0,0,"[{'category': 'Elementary', 'name': None, 'district': '299'}, {'category': 'High', 'name': None, 'district': '299'}, {'category': 'JuniorHigh', 'name': None, 'district': '299'}, {'category': 'Middle', 'name': None, 'district': '299'}]"
,RE/MAX MI CASA,1952.0,2:00 PM,1244.0,,2438838,IL,Cook County,-87.7222671508789,60632,1925.92,11134574,63,Single Family Residential,Residential,Single Family Detached,4,,,Chicago,MLS Listing,41.79409027099609,2021-06-27,,"1.5 Story, Cape Cod - Chicago, IL",,,1.0,Garage,5422 South Harding Avenue,12:00 PM,3659.0,https://listings.listhub.net/pages/MREDIL/11134574/?channel=mashv,1,True,West Elsdon,,265000,213.02250803858522,,0,,,False,Forced Air (Natural Gas),Central A/C,,1,89.97,,,,19113260500000,Cape Cod,,,0,0,0,"[{'category': 'Elementary', 'name': None, 'district': '299'}, {'category': 'High', 'name': None, 'district': '299'}, {'category': 'JuniorHigh', 'name': None, 'district': '299'}, {'category': 'Middle', 'name': None, 'district': '299'}]"
,Keller Williams Inspire,1962.0,2:00 PM,2636.0,,2463911,IL,Cook County,-87.84369659423828,60656,6144.36,11195697,6,Single Family Residential,Residential,Single Family Detached,3,,,Chicago,MLS Listing,41.96028137207031,2021-07-11,,"1 Story, Ranch - Chicago, IL",,,2.0,Garage,4426 North Potawatomie Street,12:00 PM,7741.0,https://listings.listhub.net/pages/MREDIL/11195697/?channel=mashv,2,True,Schorsch Forest View,,499900,189.6433990895296,,0,,,False,Fireplace (Natural Gas),Central A/C,,1,89.97,,,,12141090570000,Ranch,,,0,0,0,"[{'category': 'Elementary', 'name': 'Dirksen Elementary School', 'district': '299'}, {'category': 'High', 'name': 'Taft High School', 'district': '299'}, {'category': 'JuniorHigh', 'name': None, 'district': '299'}, {'category': 'Middle', 'name': None, 'district': '299'}]"
,OnLineRealtyProfessionals.com,1959.0,,,,2512299,IL,Cook County,-87.68341064453125,60655,3415.0,11182845,19,Single Family Residential,Residential,Single Family Detached,4,,,Chicago,MLS Listing,41.67750930786133,,,"1 Story - Chicago, IL",,,2.0,Garage,2506 West 119th Street,,5001.0,https://listings.listhub.net/pages/MREDIL/11182845/?channel=mashv,2,True,Beverly Woods,,228000,,,0,,,False,Forced Air (Natural Gas),Central A/C,,1,89.96,,,,24244180350000,Other,,,0,0,0,"[{'category': 'Elementary', 'name': None, 'district': '299'}, {'category': 'High', 'name': None, 'district': '299'}, {'category': 'JuniorHigh', 'name': None, 'district': '299'}, {'category': 'Middle', 'name': None, 'district': '299'}]"
,Century 21 Pro-Team,,,,,2531982,IL,Cook County,-87.55111694335938,60633,1955.1,11196032,6,Single Family Residential,Residential,Single Family Detached,4,,,Chicago,MLS Listing,41.6551399230957,,,"1.5 Story, Bungalow - Chicago, IL",,,3.0,Garage,13212 South COMMERCIAL Avenue,,4687.0,https://listings.listhub.net/pages/MREDIL/11196032/?channel=mashv,2,True,Powder Horn Lake,,225000,,,0,,,False,Forced Air (Natural Gas),Central A/C,,1,89.96,,,,26311140200000,Bungalow,,,0,0,0,"[{'category': 'Elementary', 'name': None, 'district': '299'}, {'category': 'High', 'name': None, 'district': '299'}, {'category': 'JuniorHigh', 'name': None, 'district': '299'}, {'category': 'Middle', 'name': None, 'district': '299'}]"
,RE/MAX MI CASA,1953.0,,,,496957,IL,Cook County,-87.7406005859375,60652,2162.0,11194781,7,Single Family Residential,Residential,Single Family Detached,4,,,Chicago,MLS Listing,41.75270080566406,,,"1 Story - Chicago, IL",,,2.0,Garage,7700 South Keating Avenue,,4935.0,https://listings.listhub.net/pages/MREDIL/11194781/?channel=mashv,2,True,Ford City,,289000,,,0,,,False,Forced Air (Natural Gas),Central A/C,,1,89.96,,,,19273090420000,Other,,,0,0,0,"[{'category': 'Elementary', 'name': 'Stevenson Elementary School', 'district': '299'}, {'category': 'High', 'name': 'Bogan High School', 'district': '299'}, {'category': 'JuniorHigh', 'name': None, 'district': '299'}, {'category': 'Middle', 'name': None, 'district': '299'}]"
,HomeSmart Connect Real Estate,1922.0,,1200.0,,2525442,IL,Cook County,-87.73506164550781,60639,2562.78,11187861,9,Single Family Residential,Residential,Single Family Detached,4,,,Chicago,MLS Listing,41.91854858398438,,,"1.5 Story - Chicago, IL",,,6.0,,4329 West Dickens Avenue,,3180.0,https://listings.listhub.net/pages/MREDIL/11187861/?channel=mashv,3,True,Hermosa,,279900,233.25,,0,,,False,,Central A/C,,1,89.96,,,,13342250450000,Other,,,0,0,0,"[{'category': 'Elementary', 'name': None, 'district': '299'}, {'category': 'High', 'name': None, 'district': '299'}, {'category': 'JuniorHigh', 'name': None, 'district': '299'}, {'category': 'Middle', 'name': None, 'district': '299'}]"
,RE/MAX MI CASA,1964.0,,1300.0,,2495533,IL,Cook County,-87.76148986816406,60638,3233.25,11171717,29,Single Family Residential,Residential,Single Family Detached,4,,,Chicago,MLS Listing,41.79684829711914,,,"1.5 Story - Chicago, IL",,,2.0,Garage,5246 South Luna Avenue,,3149.0,https://listings.listhub.net/pages/MREDIL/11171717/?channel=mashv,3,True,Vittum Park,,290000,223.07692307692307,,0,,,False,Fireplace (Natural Gas),Central A/C,,1,89.96,,,,19093080420000,Other,,,0,0,0,"[{'category': 'Elementary', 'name': None, 'district': '299'}, {'category': 'High', 'name': None, 'district': '299'}, {'category': 'JuniorHigh', 'name': None, 'district': '299'}, {'category': 'Middle', 'name': None, 'district': '299'}]"
,Redfin Corporation,1928.0,,1344.0,,2525510,IL,Cook County,-87.82855987548828,60634,3006.06,11180211,9,Single Family Residential,Residential,Single Family Detached,4,,,Chicago,MLS Listing,41.94160079956055,,,"2 Stories - Chicago, IL",,,2.0,Garage,3419 North Panama Avenue,,3746.0,https://listings.listhub.net/pages/MREDIL/11180211/?channel=mashv,3,True,Belmont Terrace,,359999,267.8563988095238,,0,,,False,Forced Air (Natural Gas),Central A/C,,1,89.96,,,,12234150120000,Other,,,0,0,0,"[{'category': 'Elementary', 'name': 'Canty Elementary School', 'district': '299'}, {'category': 'High', 'name': None, 'district': '299'}, {'category': 'JuniorHigh', 'name': None, 'district': '299'}, {'category': 'Middle', 'name': None, 'district': '299'}]"
,EMA Realty & Management,2021.0,,2100.0,,2345655,IL,Cook County,-87.61958312988281,60653,,11065503,123,Single Family Residential,Residential,Single Family Detached,4,,,Chicago,MLS Listing,41.81166839599609,,,"2 Stories, Contemporary - Chicago, IL",,,2.0,Garage,4551 South Prairie Avenue,,4269.0,https://listings.listhub.net/pages/MREDIL/11065503/?channel=mashv,4,True,The Robert Taylor Homes,,599000,285.23809523809524,,0,,,False,Forced Air (Electric),Central A/C,,1,89.96,,,,20232130430000,Contemporary,,,0,0,0,"[{'category': 'Elementary', 'name': None, 'district': '299'}, {'category': 'High', 'name': None, 'district': '299'}, {'category': 'JuniorHigh', 'name': None, 'district': '299'}, {'category': 'Middle', 'name': None, 'district': '299'}]"
,Infiniti Properties Inc,1961.0,,1200.0,,2289111,IL,Cook County,-87.61512756347656,60827,1427.81,11021217,164,Single Family Residential,Residential,Single Family Detached,3,,,Chicago,MLS Listing,41.65267181396484,,,"Split Level, Ranch - Chicago, IL",,,2.0,,13333 South PRAIRIE Avenue,,8499.0,https://listings.listhub.net/pages/MREDIL/11021217/?channel=mashv,1,True,Eden Green,,110000,91.66666666666667,,0,,,False,,Central A/C,,1,89.95,,,,25341020070000,Ranch,,,0,0,0,"[{'category': 'Elementary', 'name': None, 'district': '299'}, {'category': 'High', 'name': None, 'district': '299'}, {'category': 'JuniorHigh', 'name': None, 'district': '299'}, {'category': 'Middle', 'name': None, 'district': '299'}]"
,Dream Town Realty,1924.0,2:00 PM,1621.0,,2438317,IL,Cook County,-87.80940246582031,60631,7568.0,11172343,28,Single Family Residential,Residential,Single Family Detached,4,,,Chicago,MLS Listing,42.00233840942383,2021-08-01,,"1.5 Story - Chicago, IL",,,2.0,Garage,6678 North OCTAVIA Avenue,12:00 PM,4687.0,https://listings.listhub.net/pages/MREDIL/11172343/?channel=mashv,2,True,Edison Park,,415000,256.01480567550897,,0,,,False,Forced Air (Natural Gas),Central A/C,,1,89.95,,,,09364130120000,Other,,,0,0,0,"[{'category': 'Elementary', 'name': 'Ebinger Elementary School', 'district': '299'}, {'category': 'High', 'name': 'Taft High School', 'district': '299'}, {'category': 'JuniorHigh', 'name': 'Ebinger Elementary School', 'district': '299'}, {'category': 'Middle', 'name': None, 'district': '299'}]"
,Compass,1920.0,2:00 PM,1600.0,,2497122,IL,Cook County,-87.81256866455078,60631,6826.0,11160041,27,Single Family Residential,Residential,Single Family Detached,4,,,Chicago,MLS Listing,42.00629043579102,2021-08-22,,"1.5 Story, Bungalow - Chicago, IL",,,2.0,Garage,6904 North Osceola Avenue,12:00 PM,,https://listings.listhub.net/pages/MREDIL/11160041/?channel=mashv,2,True,Edison Park,,425000,265.625,,0,,,False,Forced Air (Natural Gas),Central A/C,,1,89.95,,,,09362180260000,Bungalow,,,0,0,0,"[{'category': 'Elementary', 'name': 'Ebinger Elementary School', 'district': '299'}, {'category': 'High', 'name': 'Taft High School', 'district': '299'}, {'category': 'JuniorHigh', 'name': 'Ebinger Elementary School', 'district': '299'}, {'category': 'Middle', 'name': None, 'district': '299'}]"
,Dream Town Realty,1927.0,2:00 PM,1955.0,,2472906,IL,Cook County,-87.81681823730469,60631,8382.0,11179756,21,Single Family Residential,Residential,Single Family Detached,4,,,Chicago,MLS Listing,41.99935150146484,2021-08-21,,"English, 2 Stories - Chicago, IL",,,2.0,Garage,6524 North Olympia Avenue,12:00 PM,3101.0,https://listings.listhub.net/pages/MREDIL/11179756/?channel=mashv,2,True,Edison Park,,450000,230.17902813299233,,0,,,False,Baseboard (Natural Gas),Window Unit(s) A/C,,1,89.95,,,,09363150290000,English,,,0,0,0,"[{'category': 'Elementary', 'name': 'Ebinger Elementary School', 'district': '299'}, {'category': 'High', 'name': 'Taft High School', 'district': '299'}, {'category': 'JuniorHigh', 'name': 'Ebinger Elementary School', 'district': '299'}, {'category': 'Middle', 'name': None, 'district': '299'}]"
,Dream Town Realty,2005.0,,,,2491857,IL,Cook County,-87.76178741455078,60638,3984.0,11195456,6,Single Family Residential,Residential,Single Family Detached,4,,,Chicago,MLS Listing,41.80524826049805,,,"Raised Ranch - Chicago, IL",,,2.0,Garage,4804 South Luna Avenue,,3149.0,https://listings.listhub.net/pages/MREDIL/11195456/?channel=mashv,2,True,Vittum Park,,349000,,,0,,,False,Forced Air (Natural Gas),Central A/C,,1,89.95,,,,19091080270000,Ranch,,,0,0,0,"[{'category': 'Elementary', 'name': 'Charles J Sahs Elementary School', 'district': '220'}, {'category': 'High', 'name': 'Reavis High School', 'district': '220'}, {'category': 'JuniorHigh', 'name': 'Charles J Sahs Elementary School', 'district': '220'}, {'category': 'Middle', 'name': None, 'district': '220'}]"
,Dream Town Realty,1952.0,12:00 PM,,,2508395,IL,Cook County,-87.80320739746094,60631,3732.5,11181860,20,Single Family Residential,Residential,Single Family Detached,4,,,Chicago,MLS Listing,41.98324966430664,2021-08-14,,"2 Stories - Chicago, IL",,,2.0,Garage,5617 North Nottingham Avenue,10:00 AM,,https://listings.listhub.net/pages/MREDIL/11181860/?channel=mashv,3,True,Union Ridge,,559000,,,0,,,False,,Central A/C,,1,89.95,,,,13063180060000,Other,true,,0,0,0,"[{'category': 'Elementary', 'name': 'Norwood Park Elementary School', 'district': '299'}, {'category': 'High', 'name': 'Taft High School', 'district': '299'}, {'category': 'JuniorHigh', 'name': None, 'district': '299'}, {'category': 'Middle', 'name': None, 'district': '299'}]"
,Redfin Corporation,1941.0,3:00 PM,2000.0,,2459518,IL,Cook County,-87.76177978515625,60646,8466.04,11141790,49,Single Family Residential,Residential,Single Family Detached,4,,,Chicago,MLS Listing,41.99789810180664,2021-08-21,,"2 Stories - Chicago, IL",,,1.0,Garage,6400 North Tahoma Avenue,1:00 PM,4792.0,https://listings.listhub.net/pages/MREDIL/11141790/?channel=mashv,2,True,Edgebrook,,539900,269.95,,0,,,False,Forced Air (Natural Gas),Central A/C,,1,89.94,,,,10333270140000,Other,,,0,0,0,"[{'category': 'Elementary', 'name': None, 'district': '299'}, {'category': 'High', 'name': None, 'district': '299'}, {'category': 'JuniorHigh', 'name': None, 'district': '299'}, {'category': 'Middle', 'name': None, 'district': '299'}]"
